username,date,title,text,rating,review_id,complaint_cluster
,9 September 2025,,"Here's an HONEST review, from a Redneck, with 2 daughters, and my wife using it (and occasionally myself). We've had it installed in my daughters' bathroom for about 2 months now and so far (knock on wood) it's been great (even being used MULTIPLE times a day).(PROS)You'll knotice right off the bat when you get it, that it seems build well.. (though I wish they made the removable sprayer metal as well... but good luck finding a metal one of those in the first place). Everything assembled easily, and there's plenty of height adjustment in the ""rain"" shower head. I'm 5'11"", and adjusted it so I wash my hair, that when my elbows go above my head, they doesn't come close to touching the sprayer head. The removable sprayer has a LONG hose, witch is GREAT. It can actually reach to the back of the tub, which is awesome to spray cleaning the back side of the tub and back tiled wall (which is AMAZING with all the hair that seems to sheds off 3 females). And a happy bonus in our case, is that it's even long enough to reach our toilet, making cleaning the toilet EASY. And the removable sprayer has a good set of spraying options.(CONS)To be honest, there's only really 1 issue I have, and 2 things I just kinda wish were different. The (1st) thing I didn't like was the removable sprayer head wall mount. It's a stick on type holder. YES it's a really strong adhesive, it was super easy to mount, and seem fine. But I guess I'm just partial to a more permanent mount style. But if you're not about drilling holes in your tile or shower wall for a permanent placement, then you'll love it. (2nd) Like I mentioned before, I SO WISH the removable sprayer head was metal. But I've tried searching for a set like this with one, and it's virtually impossible (unless you're willing to pay quite a few hundred buck). (3rd) This last one is again more of a personal preference... I wish the removable sprayer had a single stream ""jet"" spay (like a high pressure garden hose has). It does have a concentrated spray setting, that has plenty of pressure. But I just personally like the single spray ability (though my wife says she couldn't care less).But other than that.. It's probably exactly what you're looking for. So YES... If you're looking to get a set like this, then I'd HIGHLY RECOMMEND this one. You'll be hard pressed to find another set for this price, build quality, features, adjustability, and looks. PLUS neither my wife OUR teenage daughters have gripped at me, or complained about the shower since I put it in. I'd pay 5x as much just for that alone. I'm DEFINITELY buying another one for or master-bath (because my wife said to), and if she's happy and not gripping at me......Then I'm happy. 😁👍
Read more",,RYAYN5MMCD74Y,
,7 November 2025,,"Love this shower head. It was easy to install, works perfectly and I love the easy of the hand help wand when rinsing and shaving my legs. You can turn the rain shower head off if you just want yo use the wand (and it comes with a mounting bracket) that adheres well to the shower wall. This is perfect if you have different showering preferences among your family members. You can rest and relax under the rainfall head, you can use the different massaging settings on the hand held wand to ease sore muscles or rinse conditioner from your hair. Feels like you’re staying in a luxury resort! Definitely recommend.
Read more",,R2D047HNFWETXI,
,30 October 2025,,"Absolutely love this shower head combo! I wanted something that felt luxurious and delivered strong water pressure, and this set exceeded every expectation. The wide rain shower head gives such a relaxing, spa-like rainfall experience  it really feels like being in a high-end hotel. The pressure is surprisingly powerful for such a wide head, and the coverage is fantastic. It easily rinses shampoo and conditioner without having to stand in one spot forever.The handheld sprayer is a huge bonus. It has multiple spray settings, great pressure, and is super convenient for cleaning the shower, rinsing hair, or helping little ones and pets. The hose is flexible and doesn’t kink, which is something I’ve struggled with on other models.Installation was straightforward  took less than 10 minutes with no tools other than what came in the box. The quality feels solid and durable, with a clean, modern look that really upgraded my bathroom instantly.If you’re looking to upgrade your shower to something that makes your daily routine feel relaxing and refreshing, this rain shower head combo is totally worth it. Great performance, stylish design, easy install — highly recommend!
Read more",,R1M3YHULYFIYBV,
,16 November 2025,,"I picked up this bamboo mat for outside of mine and my husband'ss shower. I wanted to give this item a good bit of time for testing because of the fact that mold and mildew can easily be an issue on thee things after a time, and I really wanted to see with this item.  So far we have been testing this item for al most 2 full months. It has MORE than held up to the task!!!So we do have an issue with easily getting mildew, maybe mold I don't know, in our shower and certain areas in the bathroom. I'm pretty sure we are going to have to have it gutted and re-done in the not too distant future. But we aren't there yet. So, we do get that issue and have had that issue with every other mat we have tried for in front (on the outside) of our shower - until this mat. I will admit I don't wipe it down/dry it off after every single use, I think that would likely be normal for most people. Half the time it air dries and it does air dry fast. I haven't had one issue with this wooden mat. I have not has a single dot of mildew or mold grow on it anywhere. Color me truly amazed!Let me note here that we also have our Whisker Litter Robot 4 in our bathroom too, so we also deal with not only steam and water from the shower, but water from the cats playing in the sink and the toilet (both our cats love the water, weird, I know,) and then the litter that inevitably comes out when they jump out of the Litter Robot. Sometimes they jump out to the side, totally missing the litter catch mat in front of the robot, and they will jump straight on to this bamboo mat. So, I often have to get litter out from under it. But - I don't mind it because that actually keeps us from stepping on litter when we come out of the shower. So it serves a good purpose there too! I just stand it up and vacuum or sweep under it and easy peasy with regard to litter and whatever they manage to get stuck under it.This Bamboo mat has been amazing for us! You should make mental note of where it is because if you step on the edge of it you will get a little tip, but that's to be expected and its not anywhere close to a deal breaker. Its a portable off the floor wooden mat, so one should expect it to tip when it not secured to the floor. No big deal.I have zero cons for you on this. I was extra stoked because where our shower is, the space is more narrow than I would like, but it is what it is, and I was super happy to see this mat fits PERFECTLY right where I needed it to! This mat hits 5 stars from 5 in all categories on can assign to it!- Its super easy to clean or just wipe down and wipe dry.- It has NOT developed any mildew or anything nasty on it even if I don't wipe it down or dry it for a day or 3. (It air dries quite fast in my experience so there's not always a need to dry it and I'm only going to wipe it down to clean it so many times in a week)- Its the perfect size and works well when stepping out of the shower - it provides a sturdy platform and it feels sturdy to the feet and the body.- the color is nice too. I like the lighter wood color for most things regardless.Like I said, no cons. If you are in need of something like this, just get this already! This mat handles my hubby's just fine coming out of the shower. He is a big guy at 6'2"" and about 215lbs. I'm smaller at 5'7"" and about 115lbs, it handles us both just fine without sliding around on a wet floor. I absolutely love this mat! I absolutely suggest you get this if it is something you're looking for. It super easy to maintain and to clean, and it stays in place. Its also something that you can quite easily stand up and put out of the way if you don't want it to sit in front of your shower when its not needed. Ours stays there. So that's really up to you. This simple item has been awesome for us and we love it! I think you will too!
Read more",,R1SDEK4WEAW8SN,
,8 December 2025,,"I really like this bamboo bath mat and it looks nice just outside my shower on my wood floor.  It looks to be made of good quality and I have no complaints about it. I will note one thing that you have to be careful not to step on the edges because it will tip.Other than that, it’s a great find.
Read more",,R22D96JJ9SUH5,
,24 October 2025,,"I feel very lucky in having both this bamboo bath mat and the accompany bamboo spa chair. Together (and even without each other!) they bring total spa vibe to bath spaces.  As you can see, the materials are top quality. I love the tiny rubberized feet on the bath mat: you don't really see them, but you sure know they are there for the stability they bring. I've been using the bath mat for a few weeks now and feel that the time drying out *between* showers seems sufficient for the mat to dry out without a lot of fuss. Time will tell how this great looking bath mat will hold up, but as I write this I feel very optimistic. This appears to be a gorgeous, durable, and high quality option of just the right size for a generous shower space. I just love it.
Read more",,R3T16D4YGKAMW,
,1 October 2025,,"At first glance, this bamboo bath mat resembles something you'd find in a luxury spa—simple, natural, and quietly elegant. But what surprised me more than its appearance was how functional it actually is. I placed it directly inside my walk-in shower, curious whether the ""waterproof"" claim would hold up. After two weeks of daily use, it has. The bamboo slats dry quickly, resist warping, and haven't developed that musty scent that typically plagues many bath mats over time.The rubber feet are small but adequate. They hold the mat securely in place, even on slippery tile, and provide just enough clearance to allow water to drain beneath without pooling. The mat feels solid when I step on it—no wobbling, no squeaking, and no sense that it might tip or shift. It adds a natural, grounded feel to the otherwise sterile setting of a white-tiled shower stall.That said, this is not a plush, soft landing like a cotton rug. If you're used to cushy bathroom mats, you'll notice the difference immediately. This is structured, firm, and cool underfoot. For me, that's refreshing. It may take a moment to adjust. It's worth noting that the mat also works well outside the shower—especially if you want to keep your floor dry and create a visual break between wet and dry areas.So far, maintenance has been minimal. A quick rinse and occasional towel dry keep it in good shape. The clean lines and neutral finish help it blend with almost any decor style, but it really shines in modern, Scandinavian, or spa-inspired spaces.Overall, I'm impressed. This mat strikes a balance between form and function better than I expected, offering a clean aesthetic with practical utility. Just don't expect plush comfort, it's about beauty and durability, not softness.
Read more",,R1NQ7LM8DOOMFZ,
,5 October 2025,,"I’m absolutely loving this bamboo bath mat! It adds such a natural, spa-like feel to my bathroom and instantly upgraded the look of my shower area. The bamboo wood is smooth, durable, and feels great underfoot — no more soggy fabric mats that stay damp forever.The best part is that it’s waterproof and quick-drying, so it doesn’t absorb water or get slippery. The non-slip rubber feet on the bottom keep it perfectly in place, even on wet tile. I also like that it’s slightly elevated, allowing water to drain easily and air to circulate underneath, which helps prevent mold and mildew.It’s versatile too — I’ve even used it outside the shower and once by the pool, and it held up beautifully. Easy to clean, lightweight, and looks great anywhere.If you want a practical and elegant upgrade for your bathroom, sauna, or outdoor shower, this bamboo bath mat is a fantastic choice. It combines functionality, safety, and style perfectly!
Read more",,R1EUPZ9IWNJMRD,
,11 October 2024,,"Sturdy and easy to put together. Doesn't wobble. Looks nice in my bathroom.  I'm also 290lbs and I don't feel like this will break when I sit on it. Has made showering much easier for me. Fits perfectly in my small bath tub.
Read more",,R15D6SYY9UEAD3,
,13 April 2024,,"Arrived quickly and was very well packaged. Easy to put together - laughably so if you are used to self-assembly furniture - and the fittings are of good quality. The assembled stool is very robust, certainly adequate for stability and support in a home care context, yet looks far more appealing than most that are designed for that use. It seems expensive for what it is, but is at the lower end of the price range in this context, so is good value and looks to have far better construction than anything at a lower price.The only deficiency overall was the supplied Allen key, which was a loose fit and could easily pop out in use. I used a better wrench (5mm) from my toolkit, which worked perfectly on the bolts. A very minor point but the manufacturer might consider looking at this as customers relying on the included wrench may get irritated while putting together what is actually a superb product.
Read more",,R3KBKFEIZC7PQQ,price
,13 May 2025,,"Family member severely broke their ankle, I ordered this for them. I didn’t want something “geriatric looking” and this fit the bill. It works great and you can use it as just a little side table in the bathroom or elsewhere when you don’t need it daily for the shower anymore.
Read more",,R14QO7LM11L27Q,
,25 November 2025,,"We’ve had this shower bench for few months now. Absolutely love it!
Read more",,R21EOZ6N6DYWZ2,
,24 January 2025,,"This is a great shower stool, Stong, solid yet light weight. On the assembly the instructions don't mention it but, Do Not tighten the bolts down as you assemble.  Leave them loose until all are started and screwed in part way. Once all are started tighten till snug, then tighten completely.
Read more",,R2XXFF3NDVTNT9,
,22 October 2025,,"Great quality for the price! These are a great value hardware set. We bought these for a house we are flipping. I ended up having these put in my new house because of how good the quality. Super easy to install. Very durable!
Read more",,R3TSPA0FKXADP0,
,13 May 2025,,"FYI, this bathroom set came with no instructions whatsoever. Just five towel bar templates. It took me a while to install the hardware because I installed the mounting bracket incorrectly. Once I figured it out then the installs went pretty smoothly. If I was the manufacturer I would put around least one diagram on the mounting template to display the correct way to install the mounting bracket. Aside from this issue, the hardware installation went OK. Minus one star for the lack of instructions. Perhaps put an QR code or link for install instructions.
Read more",,R12K7C5KH4ZG9N,
,29 July 2025,,"Great, very reasonable! Bought the second time!
Read more",,R3HBG0A94FN3W,
,7 August 2023,,"Stylish upgrade, but tricky installation. This nickel-plated bathroom hardware set adds a touch of elegance to our space.However, installing it wasn't a breeze. The challenge? The screw placement on the mounting plate. It definitely made the installation process longer and more frustrating than anticipated.While the end result is impressive, be prepared for a bit of a struggle during installation. If you're up for the challenge, this hardware set might be worth it for the polished look it brings to your bathroom. The price can't be beat really.
Read more",,R3ECKKFBT80IBR,
,14 September 2025,,"Wonderful seat.  Well  worth every penny!!!
Read more",,R1N4GUQI4JTAO8,
,1 May 2025,,"The stool is easy to assemble, and I didn't run across any flaws in construction or finish.  Once assembled it was sturdy and felt stable in use.  Teak wood is attractive and the finish has held up to water just fine.It has a shelf for a bit of additional storage.This is a step up from the typical aluminum tube and plastic shower stools, and doesn't make your bathroom look like it's in a hospital.Recommended.
Read more",,R2CCR69S86NQQ5,
,28 August 2025,,"Pretty, sturdy and easy to assemble.  Very happy with this!!
Read more",,R3HVW2FI6ZRMVD,
,3 September 2025,,"This product arrived with miss matched parts.  I sent it back and have not received a credit!  What is the problem?I ordered another stool and it was perfect and I am happy with this purchase.Please refund my first stool order as it was sent back .
Read more",,R904DX63C2QCE,
,23 April 2025,,"I got the “ Magam Teak Shower Stool with Handle & Shelf – Waterproof Non-Slip Bath Bench for Elderly/Seniors, Small Bathrooms & Outdoor Spa, 350 lbs Capacity, Easy-Grip Handles & Storage for Towels” for my wife to use. The stool is made from beautiful teak and the assembly was quick and easy. She mostly uses it for shaving her legs and finds it works well. It is comfortable for sitting on, but if you are tall, it is pretty low.
Read more",,R1ZWSPXA6KHMON,
,13 September 2024,,"I was pleasantly surprised how sturdy and durable this stool was. I was looking for a small & sturdy stand for my plant (which is a little heavy) and wanted something strong enough so I didn’t have to worry about anything wobbly or potentially knocking it over. It ended up being the perfect size, height, and also looks beautiful! Sometimes you never know what the quality will be like until you receive it, but I am more than happy with this product. I would definitely recommend to anyone and I might have to buy another. I think the price (around $50) is worth it considering there is a lot of garbage out there.
Read more",,R32FQGYOJI5MPQ,
,28 August 2025,,"Pretty nice little tables.  Out of two tables one single leg had an alignment peg off center, I am only supporting 20 lb speakers so I felt safe cutting off that one peg.
Read more",,R1NQO3L7S29W4Q,
,24 July 2024,,"I love this bench! I recently moved into my first apartment and the primary shower did not have a bench and since I recently had back surgery, I need a bench to both sit down and get my legs up to shave. I was worried about this bench when I was building it since it was so simple. I truly thought it would collapse, but I have had it and used it everyday for a month straight and it has held up very well and still looks great. It's beautiful, sturdy, and lightweight so it's easy to clean around it.
Read more",,RVWTMMAZUDUWC,
,14 June 2025,,"Sending back. I'm so sad about this. I really wanted it to work as it's quality wood and perfect for a walk-in shower. The holes don't align at all. Absolute nightmare to try and put together and I would have had to drill new holes. They need to do a better job with spacing.
Read more",,R150BOCV0MVW0W,
,1 December 2024,,"This stool is easy to assemble, quite sturdy and very attractive. I have used it in the shower after a recent foot surgery and found it to be very comfortable.  Note: the height of this stool is a bit low to the ground - which is fine for me at 5'2"" - but may be low for tall users.
Read more",,R272OROR0T18GJ,
,1 October 2025,,"This caddy keeps my shower neat and clutter-free with plenty of space for bottles and soaps. I like that it has hooks for razors and sponges, plus a soap holder that actually fits well. It hangs securely over the shower head and doesn’t swing around when I use it. The black finish looks modern and has stayed rust-free so far.
Read more",,R27XPW6E0DML0Q,
,15 September 2025,,"Very sturdyThe space between baskets is perfect .
Read more",,R5QWNVQRZ1AGD,
,28 September 2025,,"I really love this shower organizer. Installation was super easy, no drilling needed, and it stays very secure without swinging. The 3 tiers are spacious and hold large shampoo, conditioner, and body wash bottles with no problem. The 16 hooks are perfect for sponges and accessories, and the soap holder keeps everything neat and organized. The material feels high-quality and truly rust-resistant. Plus, the black color gives the bathroom a modern, elegant touch. Very satisfied with this purchase!
Read more",,R3VHLOOPICN8HP,
,27 October 2025,,"This shower organizer was easy to assemble. Its material is good and it meets the intended usage expectations. A good investment.
Read more",,R2RZKW8KCXGWEN,
,18 November 2025,,"junk. comes in about 7 pieces, loose nuts in the package. luckily none fell out. should last 6-12 months.
Read more",,R3850M7YW2J0JB,
,10 August 2025,,"Very useful in the sink
Read more",,RMW2MCNIDWON6,
,22 August 2025,,"Bad quality. Not as shown in pics. Therefore expensive.
Read more",,R1U6PEFYPMZ5NR,Quality price
,18 November 2025,,"The material is not as silicon should be. Its more of plastic like. But if we see the price then its money's worth.
Read more",,R1TFDGORRGYA7K,
,28 May 2025,,"Good
Read more",,R6HT6GBOQM2XH,
,29 October 2025,,"Overall good product
Read more",,RG3WEA9GDBR3K,
,10 November 2025,,"Works great in our walk in shower
Read more",,R1P8SVYA2VOYED,
,2 March 2025,,"Easy install works great
Read more",,RKSGX633S9H9B,
,12 August 2024,,"Felt cheap at first, but I love this thing.  I wish I had bought it sooner
Read more",,R1PCG9OJ52GEGW,
,11 February 2025,,"They were to small to fit my kitchen  so had to return but we live in an older house
Read more",,R2VYPB2CT70BMH,
,15 April 2024,,"This really helped washing up.  Especially my hair!
Read more",,R2YA3G6UK2L2JJ,
,27 September 2025,,"Nice look, very sturdy, easy to put together
Read more",,R2JLZGT8WANE32,
,18 January 2025,,"Few weeks after using in the shower, the wood shows water absorption and stains. I had to sand it and apply proper water repellent sealer
Read more",,R5DFUBZZ0UMR3,
,17 January 2025,,"Great product. Not as sturdy as I wanted. Used for shaving legs and it was pretty unstable.
Read more",,RTMDA7ESQ7LM,
,23 July 2025,,"Easy Build, sturdy, perfect foot shower
Read more",,R3JA7X2SGN31D9,
,29 February 2024,,"I have ordered more than i care to admit via amazon and i have NEVER taken the time to review a product BUT.. this is so dangerous!!! I got this for my husband. He has a very physically demanding job and I thought he would enjoy sitting down in a hot shower after a long day. It broke during the FIRST USE. He is definitely under the weight specifications. I'm just glad he wasn't really hurt. This thing is utter crap. Be safe and don't bother with this hazard.
Read more",,RFIPSJ4AFRQ4I,
,24 August 2022,,"Toallero
Read more",,R1T2T12RQ9XTZT,
,14 October 2025,,Très beau banc pour douche.  Fallait qu’il soit petit.,,R1DLGUN0D91RL9,
,25 August 2025,,"It was a great addition to our bathroom. Looks very elegant and stylish. Was very easy to assemble. It fits neatly in the corner of our shower and doesn't get in the way. The wood has a smooth finish and a spa like appearance.
Read more",,R2SABASMW07MBZ,
,4 September 2025,,"It's sturdy and good looking.  I'm happy with this purchase.  It was also easy to put together.
Read more",,R2W26P3IRLQ476,
,12 October 2025,,"Screws provided are too long.  They bottom out before they are tight.I could get new screws, but I'm too annoyed they send you 16 identical screws and some are too long for what you need.
Read more",,R11DB4CETLXFY,
,25 August 2025,,"I absolutely love this teak shower bench! The compact 14’’ size makes it perfect for my small bathroom, but it still feels sturdy and reliable. The waterproof teak wood looks gorgeous and gives a spa-like vibe to my shower. I also appreciate the storage shelf underneath—it’s great for keeping shampoo, soap, or even towels neatly organized. The handles make it easy to move around, and the non-slip design gives me peace of mind when sitting on it. Overall, it’s a beautiful, functional, and durable piece that adds both style and convenience to my bathroom. Highly recommend!
Read more",,R2FI86Z2BZHLYE,
,11 September 2023,,"I was previously suffering with incredibly dry skin and hair and bought this as a more affordable option over the instagram hyped company to see if this would make a difference. It did. The install was very easy and I definitely see and feel a difference in my skin and hair since. I would absolutely recommend it to anyone finding similar issues with harder water.
Read more",,R1NWJYEIATUV3F,
,11 August 2023,,"I’ve been having issues with my hair ever since moving to Australia, and a hairdresser advised me to try a shower filter. I’ve only washed my hair once since this product arrived and already I’m noticing a difference!! Didn’t negatively effect water pressure at all and was super easy to install, didn’t need any tools or anything. So far so good
Read more",,R2C4O0NLIFVE1R,
,3 December 2025,,"After this i can see the less hair fall
Read more",,R3V9K3L1YYNWFY,
,7 March 2024,,"I was in need of a water softner for my home shower.  I researched several options before coming upon this  Universal shower filter. I made my final decision after reading the reviews that were left. The price point was nice as well. What I didn't realize is that the filter came with thread seal tape and two screen washers for installation. Those were much appreciated.The base of the shower filter is a sturdy plastic which also has a water seal. I also appreciate that the shower filter arrived with two filter cartridges. It was easy to install and there were no off gassing smells.Long review short, I wanted to use this filter for a few months before leaving my honest review, and I have to say this filter has saved my skin and my hair from the hard water I once dealt with. My skin wasn't itchy and dry over the winter months and my hair didn't feel like burlap as it had during previous winters.I have recommended this filter to both of my daughters who deal with skin conditions that cause irritation. Again, this product was well worth my purchase.
Read more",,RLSO0QBTHC6YF,
,28 April 2023,The delivery was different product with much less quality and Function,"The seller is not honest to send a lower quality for 20 pound item instead of the 80 pound priced item, totally different than the purchased product with less quality and function
Read more",1.0,RASQYK9FI0CBP,
,18 February 2022,,"The product looks exactly same as shown in the image. Even the installation is very simple. It has fulfilled my expectation.
Read more",,RG9I1H0ZPUT28,
,29 May 2022,,"The product package was unsealed and opened already when received.Moreover, it's mentioned in the questions that it can fit to Jaquar kitchen tap, but it does not !!Quality not upto the mark .
Read more",,R2AKOT4PWMOSUP,
,24 March 2022,,"Product is Good, but if it doesn't fit on ur tap then try removing the default cap of the tap and then try to fit this product.
Read more",,R2M4MWGD7BLVB1,
,17 April 2022,,"The length is 150mm (15cm) only, If the shink taps are too high then take the call accordingly
Read more",,R3K5PD81AM4QY8,
,8 May 2022,,"Looks clean and provides flexibility to direct water shower while cleaning.
Read more",,RH921ZVHNCKPU,
,8 November 2025,Excellent,"I like it! It is really good
Read more",5.0,R3HGBHN8X1RXAC,
,8 August 2025,,"Looks gorgeous in our bathroom.  Was packaged very well for shipping and easy to put together.  Very sturdy once assembled.  Love it!
Read more",,R11NRY91RX9S1M,
,13 December 2025,,"Great product
Read more",,R3DWHFE2BWBU8K,
,10 November 2025,,"Looks nice and seems sturdy; have had it for six months. But description is unclear as to what it's actually made from. Packaging says it’s teak, but also vaguely mentions cedar in its construction. But it’s been fine so far.
Read more",,R2WA3H6FP4FJEB,
,27 August 2025,,"worth the cost, nice quality and its sturdy. for the cost, you can't go wrong.
Read more",,R3L25MBKE0DIY2,
,23 March 2025,,"I ordered this TEAK SHOWER  STOOL for 3 reasons:1.  It was advertised to be made from TEAK wood.2.  Generous height and seat dimensions.3.  Attractive style.The stool arrived in 4 sections, along with instructions and hardware.  To my dismay, it took me over an hour to assemble a stool that should have taken no more than 5 minutes.  In fact, assembly was a downright nightmare!  Due to alignment issues with the four bolts that attach the bottom shelf to the side rails.  More specifically...❗️ The bolt holes in the shelf cleats were not “on-center” with the blind threaded nuts in the bottom shelf.  In fact, the alignment was so bad that in some instances less than one-half of the threads were visible through the bolt hole.❗️ The angle of the blind threaded nut did not always match the angle of the bolt holes.  As a result, the threads were prone to cross-threading during installation of the bolts.In the end, I was unable to install the bottom shelf without making a modification to one of the four holes.  That involved reaming the bolt hole with a 5/16” drill bit, then extending the one side with a rotary sanding bit.  Because this modification increased the size of the bolt hole, a larger size washer was required.In fairness, it’s possible that the assembly issues that I encountered are unique to the stool that I received.  Yet there’s another problem with this shower stool that may be more universal in nature.  It appears to be made from ACACIA wood, not TEAK as advertised.  I have several pieces of TEAK furniture, and to my eye, the grain pattern and density/hardness of the wood used for the shower stool just don’t agree.  But even more to the point, the box that the stool was packaged in at the factory is clearly labeled as “ACACIA WOOD” (see pics).I have to admit feeling a bit duped.  Had I known this stool was ACACIA I would have never ordered it.  Not because I don’t appreciate ACACIA.  Quite the contrary.  ACACIA wood is a very nice alternative to TEAK.  However, it does requires more attention to care compared to TEAK if the wood is used in a wet environment like a shower.  But the main reason I wouldn’t have ordered it is because of the price.  Currently listed at $69.99, that price might be appropriate for TEAK, but not for ACACIA.As much as I would like to recommend this product, it’s just too expensive for an ACACIA shower stool.  Still, it's very attractive and should work well in many applications.  But before buying, I would consider other more cost-effective options.
Read more",,R1M4UMNZUR93IW,price
,26 August 2024,,"I love it. It’s a lil taller than I expectedThe quality is great
Read more",,RVRO02ILOUUXX,
,27 December 2024,,"Wife bought this little thing and it is great. Easy to sit on, looks good, color is consistent, build quality is nothing to write home about, but not bad. Comfy addition to the shower!
Read more",,R1BDLLZ5ENC7A6,
,31 December 2024,,"Just as described
Read more",,R3JJVRQY8Q4BIW,
,30 November 2025,,"Overall seems like an ok stool. However all 3 of the legs have a cut/notch on it. Under time constraint so not able to replace with hopes of receiving second stool without cut/notch. Bought walnut and color seems to be a bit lighter than pictured.
Read more",,R1FCDL3WW0M44N,
,28 October 2025,,"Nice product of good quality! Small yet I only need it to place a foot on top of while showering. Would not want to use as a seat.
Read more",,R21VM0CY6NAND8,
,30 September 2025,,"Other reviews I read before purchasing this stool were dead on. Descent price for a TEAK stool, easily put together, great quality and look!!!
Read more",,REEGJTETOYTKC,
,1 October 2025,,"Love it
Read more",,RJTKLYIOXYBEA,
,17 October 2025,,"I love this teak table both for it's extremely aesthetically pleasing look and it's rational size. It is best described for it's waterproof capability with amazing texture and woodgrain. It is great in the bathroom but since it is strong yet small, is good for any situation. I kind of like it as a minimalist coffee table or coffee table companion but I will probably move it in to the bathroom in a couple of days since I need it in there.The table has a bottom shelf and a top shelf for cups or bottles so it would work great for storing shampoos and conditioners outside of the tub and/or shower instead of inside to free up space or so they don't get wet. But it's also really strong as a table and can hold much heavier things than just soaps and shampoos, you could pretty much sit on it, so it's very strong.  It doesn't get past my bathtub in height and if you put in a corner it could fit easily in a small bathroom.
Read more",,R3EGC0D418ZGJ6,
,14 August 2025,,"This is a nice quality piece of Teak wood furniture.  Teak is naturally water repellent which makes it popular in shipbuilding. The pieces fit together extremely well, and it has nice touches like the ""peg-in-holes"" for the bottom shelf to add strength and stability.I did notice one minor dent/scuff on the wall side of both the top and bottom boards, but this will not be noticeable when placed in a corner. (See photo.)During assembly, 1 of the 3 bolts for the seat was a little tight when threading it into the receiver channel, but when I turned the whole thing upside down to make it easier to see, it made the threading easier.  I included photos to help show the basic install steps.I did try screwing in the wood screws with the included screw driver, and it was not difficult.  If you're using an electric screwdriver, be sure to set your torque setting low so you dont strip the screws.  (Probably around 4 is good.)Finished product looks great.  It could even be used for a plant stand or similar type corner table in your house.
Read more",,R31VT3U94SVHHT,
,23 August 2025,,"Love this! Its sooo nice! Great product.
Read more",,R118N6ELNINQZ4,
,26 August 2025,,"The item was  as described. Very happy! """"""A+*** seller
Read more",,R1Y4A3TCJZ0TUJ,
,31 October 2025,,bon porte serviette très esthétique et pratique pour libérer de la place dans les armoires de salle de bain !,,R2FUR0QKMG78TW,
,28 July 2025,,"Was looking for something to put over my bath as now have less draws in my bathroom. Rhys fits perfect has a little shelf on the top too
Read more",,R7MQ09LUB7R3F,
,20 March 2025,,"Nice product looks good on the wall
Read more",,R1GOEILDHUTP5Y,
,4 March 2025,,"The quality of this shower chair speaks for itself. It's beautiful wood is esthetically higher end. The curved seat design is comfortable and has the small shelf underneath  that could be useful depending on how you use it. This stool is extremely sturdy. It securely holds my weight at 190lbs. I noticed that this one is larger than your standard shower stool which is great. The assembly took me less than 30 mins by myself. I think this item is a fairly priced and I am considering purchasing one for my grandma. Overall 1010
Read more",,R20ZWSHQ8ZYP2P,
,17 December 2024,,"I have a few of these shower chairs and this one immediately impressed me with its larger size.Assembly was pretty simple and I was done in about 20 minutes.The extra width on this unit makes a world of difference in comfort.I am 230 it it handles my weight just fine.On mine the wood has a very nice looking finish.If you are looking for a shower chair this is the best I have found.
Read more",,R2W9C6I5Y89561,
,9 December 2025,,"What problem we were trying to solveWe wanted a shower bench that’s stable, water-resistant, and attractive enough to leave out without looking like medical equipment.What actually happened when we used itThis teak bench feels solid and well-built the moment you set it down. The wood has that natural, rich teak color that holds up beautifully in wet environments, and it drains quickly after a shower. It’s sturdy with no wobble, and the rubber feet keep it from sliding on wet tile. The seat is comfortable, and the lower shelf is handy for bottles or towels. Assembly is simple, and the piece looks like real furniture, not a cheap plastic stand. For the price, the durability and appearance make it a great value.Pros• Solid teak with excellent water resistance• Very stable, no wobbling on wet floors• Attractive design that elevates the bathroom• Useful lower shelf• Excellent value for a real wood shower benchCons• Teak oil touch-ups help keep it looking rich over timeWho this is perfect forAnyone wanting a sturdy, spa-style shower bench for bathing, shaving, or storing items — great for showers, bathrooms, patios, or entryways.
Read more",,R2XOHCKP4B34J1,
,13 October 2025,,"I was genuinely excited to add this teak shower bench to my bathroom, and it absolutely delivers on style. The wood has a beautiful natural tone that instantly elevates my small, outdated shower into something more spa-like. The soap holder is a thoughtful touch, and I love sitting on it while showering - it makes shaving so much easier and adds a relaxing vibe to my routine.That said, after just a couple of weeks, I’ve noticed some fading in spots. It’s clear the wood needs sealing to withstand daily moisture, so I’d recommend applying a protective coat if you want it to last. Size-wise, it’s quite narrow, which works perfectly for my petite frame (5’2”, 34” hips), but I wouldn’t count on it for comfortable seating if you’re much larger.Overall, it’s a great fit for small spaces and light use, with a design that blends function and luxury. Just be prepared to give it a little extra care to keep it looking its best.
Read more",,R1T7O73S9TRIEN,
